Gender,Age,family_history_with_overweight,Frequent consumption of high caloric food,Frequency of consumption of vegetables,Number of main meals,Consumption of food between meals,SMOKE,Consumption of water daily,Calories consumption monitoring,Physical activity frequency,Time using technology devices,Consumption of alcohol,BMI
0.0,22.0,1.0,1.0,2.0,3.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,242214.5328719723
0.0,21.0,1.0,0.0,2.0,3.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,241671.62403331356
1.0,17.0,1.0,1.0,3.0,1.0,1.0,0.0,2.0,0.0,1.0,1.0,0.0,246097.3370064279
0.0,20.0,1.0,1.0,2.0,4.0,1.0,0.0,3.0,0.0,2.0,2.0,0.0,177556.81818181818
1.0,21.0,1.0,1.0,2.0,3.0,1.0,0.0,3.0,0.0,3.0,1.0,1.0,203954.21436004163
0.0,20.0,0.0,1.0,2.0,3.0,1.0,0.0,2.0,0.0,3.0,1.0,1.0,213039.48576675847
0.0,22.0,0.0,1.0,2.0,1.0,0.0,0.0,2.0,0.0,0.0,0.0,1.0,222309.87127541323
0.0,22.0,1.0,1.0,2.0,3.0,1.0,0.0,2.0,0.0,0.0,2.0,1.0,194869.6145124717
1.0,21.0,1.0,1.0,2.0,3.0,2.0,0.0,1.0,0.0,1.0,1.0,0.0,206851.50239512266
1.0,21.0,1.0,1.0,1.0,3.0,2.0,0.0,2.0,0.0,0.0,1.0,0.0,262917.23822588014
0.0,23.0,1.0,1.0,1.0,3.0,3.0,0.0,2.0,0.0,0.0,2.0,2.0,277777.7777777777
0.0,23.0,1.0,1.0,2.0,3.0,3.0,0.0,2.0,0.0,0.0,1.0,2.0,348943.98530762165
0.0,30.0,1.0,1.0,1.0,3.0,0.0,1.0,2.0,1.0,0.0,0.0,2.0,361570.24793388427
0.0,23.0,1.0,0.0,2.0,3.0,0.0,0.0,3.0,0.0,0.0,1.0,1.0,185185.18518518514
1.0,23.0,1.0,1.0,2.0,3.0,3.0,0.0,2.0,0.0,0.0,2.0,0.0,293847.5665748393
1.0,22.0,1.0,0.0,3.0,3.0,0.0,0.0,3.0,1.0,2.0,1.0,1.0,179282.1542543655
1.0,24.0,1.0,0.0,2.0,3.0,1.0,0.0,3.0,1.0,1.0,0.0,0.0,220385.67493112944
0.0,19.0,1.0,0.0,2.0,3.0,1.0,0.0,3.0,0.0,2.0,1.0,1.0,189919.64937910877
0.0,24.0,1.0,1.0,2.0,3.0,2.0,0.0,3.0,0.0,0.0,1.0,2.0,294117.6470588235
1.0,23.0,1.0,0.0,3.0,3.0,1.0,0.0,3.0,1.0,2.0,0.0,0.0,169370.31879257783
1.0,24.0,1.0,0.0,2.0,3.0,0.0,0.0,2.0,0.0,1.0,0.0,0.0,175781.25
1.0,24.0,1.0,1.0,2.0,3.0,1.0,0.0,3.0,0.0,0.0,0.0,0.0,276816.6089965398
1.0,23.0,1.0,1.0,2.0,3.0,1.0,0.0,3.0,0.0,0.0,1.0,0.0,330578.51239669416
0.0,23.0,1.0,0.0,2.0,3.0,1.0,0.0,2.0,0.0,0.0,0.0,1.0,220385.67493112944
1.0,19.0,0.0,0.0,3.0,3.0,1.0,0.0,2.0,1.0,0.0,0.0,0.0,218299.52199932255
0.0,30.0,1.0,1.0,2.0,3.0,2.0,0.0,2.0,0.0,0.0,0.0,1.0,280864.19753086416
0.0,23.0,1.0,1.0,2.0,3.0,3.0,0.0,2.0,0.0,0.0,1.0,0.0,306572.48377496505
1.0,19.0,0.0,0.0,3.0,3.0,0.0,0.0,3.0,1.0,2.0,0.0,0.0,175781.25
0.0,25.0,1.0,1.0,2.0,3.0,2.0,0.0,2.0,0.0,0.0,1.0,1.0,287197.23183391
0.0,23.0,1.0,0.0,2.0,3.0,1.0,0.0,2.0,0.0,0.0,0.0,0.0,214876.03305785122
0.0,21.0,1.0,1.0,2.0,1.0,2.0,0.0,3.0,0.0,1.0,0.0,0.0,242512.7830533235
0.0,19.0,1.0,1.0,2.0,3.0,1.0,0.0,2.0,0.0,0.0,0.0,0.0,262649.4384736143
1.0,22.0,1.0,1.0,2.0,3.0,2.0,0.0,2.0,1.0,1.0,0.0,0.0,238751.1478420569
1.0,29.0,1.0,1.0,3.0,3.0,1.0,0.0,1.0,0.0,2.0,1.0,2.0,269896.1937716263
1.0,25.0,0.0,0.0,3.0,4.0,3.0,0.0,1.0,0.0,2.0,0.0,0.0,350031.9921713275
1.0,20.0,1.0,0.0,3.0,3.0,3.0,0.0,2.0,1.0,0.0,1.0,2.0,246904.05462752207
0.0,55.0,1.0,0.0,3.0,4.0,2.0,0.0,3.0,1.0,3.0,0.0,2.0,265118.04065143294
1.0,20.0,0.0,0.0,3.0,3.0,3.0,0.0,2.0,0.0,1.0,0.0,0.0,222656.25
1.0,24.0,0.0,1.0,3.0,3.0,1.0,0.0,2.0,0.0,2.0,0.0,0.0,187500.0
0.0,26.0,1.0,0.0,3.0,1.0,2.0,0.0,2.0,0.0,2.0,0.0,2.0,242214.5328719723
1.0,23.0,1.0,0.0,2.0,3.0,1.0,0.0,2.0,0.0,3.0,0.0,1.0,217738.4235738133
1.0,21.0,0.0,0.0,3.0,1.0,2.0,0.0,1.0,0.0,0.0,0.0,1.0,181786.70360110802
1.0,21.0,0.0,0.0,3.0,1.0,2.0,0.0,1.0,0.0,0.0,0.0,1.0,181786.70360110802
0.0,23.0,0.0,0.0,2.0,3.0,1.0,0.0,2.0,0.0,3.0,1.0,2.0,236614.38615467818
1.0,21.0,0.0,1.0,3.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,220580.51188683874
0.0,22.0,1.0,0.0,2.0,3.0,2.0,0.0,2.0,0.0,0.0,0.0,0.0,229757.78546712804
1.0,21.0,0.0,1.0,2.0,4.0,2.0,0.0,2.0,1.0,2.0,0.0,1.0,237252.8616024974
1.0,22.0,1.0,1.0,3.0,4.0,2.0,0.0,2.0,0.0,1.0,0.0,1.0,213039.48576675847
1.0,38.0,1.0,1.0,2.0,3.0,1.0,0.0,2.0,0.0,0.0,0.0,1.0,328731.09796186717
1.0,25.0,0.0,1.0,2.0,1.0,1.0,0.0,2.0,0.0,2.0,0.0,1.0,223132.7842914519
1.0,25.0,0.0,1.0,2.0,1.0,1.0,0.0,2.0,0.0,2.0,0.0,1.0,223132.7842914519
0.0,22.0,1.0,1.0,2.0,3.0,3.0,0.0,1.0,0.0,0.0,1.0,1.0,254640.10864644643
0.0,22.0,1.0,0.0,2.0,3.0,1.0,0.0,3.0,0.0,3.0,2.0,0.0,310204.081632653
1.0,21.0,1.0,1.0,3.0,1.0,1.0,0.0,3.0,0.0,2.0,1.0,0.0,323232.3232323232
0.0,21.0,1.0,1.0,3.0,3.0,1.0,0.0,2.0,0.0,0.0,1.0,1.0,244897.95918367343
1.0,22.0,1.0,1.0,2.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,232334.56176894726
1.0,18.0,1.0,1.0,2.0,4.0,2.0,0.0,2.0,0.0,1.0,0.0,1.0,209566.07495069032
1.0,22.0,1.0,0.0,2.0,1.0,1.0,0.0,2.0,0.0,3.0,0.0,0.0,217777.77777777778
1.0,19.0,1.0,1.0,3.0,1.0,2.0,0.0,2.0,0.0,1.0,0.0,2.0,239188.302920412
1.0,17.0,1.0,1.0,3.0,3.0,2.0,0.0,2.0,0.0,0.0,1.0,0.0,186122.4489795918
1.0,15.0,1.0,1.0,3.0,3.0,1.0,0.0,1.0,0.0,3.0,2.0,0.0,315886.1340679522
1.0,17.0,1.0,0.0,2.0,3.0,2.0,0.0,2.0,0.0,1.0,1.0,0.0,294117.6470588235
0.0,23.0,1.0,1.0,2.0,3.0,1.0,0.0,2.0,0.0,1.0,1.0,1.0,201950.9221155311
1.0,19.0,1.0,0.0,3.0,3.0,2.0,1.0,3.0,0.0,2.0,1.0,1.0,286047.6495163537
1.0,23.0,1.0,1.0,2.0,3.0,2.0,1.0,2.0,0.0,0.0,2.0,0.0,268923.2313815483
0.0,23.0,1.0,1.0,1.0,3.0,2.0,0.0,2.0,0.0,0.0,2.0,2.0,271669.1927135462
0.0,21.0,1.0,0.0,3.0,4.0,2.0,0.0,1.0,0.0,1.0,0.0,0.0,163265.30612244896
0.0,24.0,1.0,1.0,3.0,1.0,1.0,0.0,2.0,0.0,1.0,0.0,0.0,243141.23965742489
0.0,23.0,0.0,1.0,3.0,3.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,290547.52066115703
0.0,18.0,1.0,1.0,2.0,3.0,3.0,0.0,2.0,0.0,0.0,0.0,2.0,261224.48979591834
0.0,19.0,0.0,1.0,2.0,3.0,1.0,0.0,2.0,0.0,1.0,0.0,1.0,243823.7297859371
1.0,19.0,0.0,1.0,3.0,1.0,1.0,0.0,3.0,1.0,1.0,0.0,1.0,224058.76951331494
0.0,20.0,1.0,1.0,3.0,3.0,2.0,0.0,1.0,0.0,0.0,0.0,1.0,236614.38615467818
0.0,27.0,0.0,1.0,3.0,3.0,1.0,0.0,3.0,0.0,1.0,1.0,2.0,269896.1937716263
1.0,20.0,1.0,1.0,2.0,4.0,2.0,0.0,2.0,0.0,1.0,1.0,0.0,212305.72023714145
0.0,23.0,0.0,0.0,2.0,3.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,221002.8959000152
1.0,19.0,1.0,1.0,3.0,3.0,2.0,1.0,3.0,1.0,1.0,2.0,2.0,205693.29660238748
1.0,61.0,0.0,1.0,3.0,3.0,3.0,0.0,2.0,0.0,1.0,1.0,2.0,242424.2424242424
0.0,30.0,1.0,1.0,3.0,3.0,1.0,0.0,1.0,0.0,2.0,0.0,1.0,347920.4570844904
0.0,24.0,1.0,1.0,2.0,3.0,1.0,0.0,2.0,0.0,1.0,0.0,1.0,259515.57093425601
0.0,25.0,1.0,1.0,2.0,3.0,1.0,0.0,2.0,0.0,1.0,1.0,1.0,224712.0876377142
0.0,44.0,1.0,0.0,2.0,3.0,1.0,1.0,3.0,0.0,0.0,0.0,0.0,312500.0
0.0,31.0,1.0,0.0,3.0,3.0,3.0,0.0,3.0,1.0,3.0,0.0,0.0,242122.9338842975
0.0,25.0,0.0,1.0,2.0,3.0,2.0,0.0,2.0,0.0,0.0,1.0,0.0,235294.1176470588
0.0,23.0,1.0,1.0,3.0,3.0,2.0,0.0,3.0,0.0,1.0,1.0,1.0,181965.7904313989
0.0,25.0,0.0,1.0,3.0,3.0,3.0,0.0,2.0,0.0,2.0,0.0,2.0,188738.59704309527
0.0,23.0,0.0,1.0,2.0,3.0,2.0,1.0,1.0,0.0,1.0,1.0,2.0,308825.47232131066
1.0,34.0,0.0,1.0,3.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,265731.29251700686
0.0,22.0,1.0,0.0,2.0,4.0,1.0,0.0,3.0,1.0,2.0,2.0,1.0,258477.68218818717
0.0,21.0,0.0,1.0,2.0,1.0,0.0,0.0,3.0,0.0,1.0,0.0,1.0,266727.63298277697
1.0,24.0,0.0,0.0,3.0,3.0,2.0,0.0,2.0,0.0,2.0,2.0,2.0,209566.07495069032
1.0,36.0,1.0,0.0,3.0,3.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,301102.78896458284
1.0,27.0,0.0,1.0,3.0,3.0,3.0,0.0,2.0,0.0,0.0,0.0,1.0,238281.25
1.0,32.0,1.0,1.0,3.0,1.0,1.0,0.0,2.0,0.0,2.0,0.0,1.0,322707.87765785796
0.0,25.0,1.0,1.0,2.0,1.0,1.0,0.0,2.0,0.0,2.0,1.0,1.0,246181.03774775914
1.0,30.0,1.0,1.0,3.0,3.0,1.0,0.0,2.0,0.0,2.0,0.0,1.0,224813.290656912
1.0,38.0,1.0,1.0,2.0,1.0,3.0,1.0,2.0,0.0,0.0,0.0,1.0,266666.6666666667
0.0,34.0,1.0,0.0,2.0,3.0,1.0,0.0,3.0,0.0,2.0,0.0,0.0,294107.34918245167
0.0,22.0,1.0,1.0,2.0,3.0,1.0,0.0,2.0,0.0,0.0,0.0,1.0,310476.94543532835
1.0,31.0,1.0,1.0,3.0,1.0,2.0,0.0,2.0,0.0,1.0,1.0,1.0,223214.28571428574
1.0,35.0,1.0,0.0,3.0,3.0,2.0,0.0,1.0,0.0,0.0,1.0,0.0,192233.75624759705
0.0,21.0,1.0,1.0,2.0,3.0,2.0,0.0,2.0,0.0,2.0,1.0,1.0,215138.58510523863
1.0,40.0,1.0,0.0,3.0,3.0,1.0,0.0,3.0,0.0,0.0,0.0,1.0,258064.51612903227
0.0,27.0,1.0,1.0,2.0,1.0,1.0,0.0,2.0,0.0,0.0,0.0,2.0,290005.9488399763
0.0,20.0,1.0,0.0,3.0,3.0,1.0,1.0,1.0,0.0,2.0,1.0,1.0,214995.9688255845
0.0,55.0,0.0,1.0,2.0,3.0,1.0,0.0,2.0,0.0,1.0,0.0,0.0,293847.5665748393
1.0,21.0,1.0,1.0,3.0,3.0,3.0,1.0,2.0,0.0,2.0,0.0,1.0,225827.09172343713
0.0,25.0,0.0,0.0,3.0,3.0,2.0,0.0,2.0,1.0,3.0,0.0,0.0,209960.52742084488
0.0,35.0,1.0,0.0,3.0,3.0,2.0,0.0,3.0,0.0,2.0,1.0,1.0,271314.11790992366
0.0,30.0,1.0,0.0,2.0,3.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,352647.5694444445
1.0,29.0,1.0,0.0,3.0,3.0,3.0,0.0,2.0,0.0,0.0,0.0,1.0,237812.12841854937
0.0,20.0,1.0,0.0,2.0,3.0,1.0,0.0,2.0,0.0,1.0,2.0,0.0,293847.5665748393
1.0,22.0,1.0,1.0,2.0,1.0,1.0,0.0,2.0,0.0,1.0,0.0,1.0,263958.03401383274
1.0,45.0,1.0,1.0,2.0,3.0,2.0,0.0,1.0,0.0,0.0,0.0,0.0,289811.434378411
0.0,22.0,0.0,1.0,2.0,1.0,1.0,0.0,2.0,0.0,2.0,1.0,1.0,277176.852352623
0.0,18.0,1.0,1.0,2.0,3.0,2.0,0.0,2.0,0.0,1.0,0.0,1.0,226562.5
1.0,23.0,0.0,0.0,3.0,1.0,1.0,0.0,2.0,0.0,1.0,2.0,1.0,216712.58034894397
0.0,18.0,0.0,0.0,3.0,3.0,1.0,0.0,2.0,1.0,0.0,1.0,0.0,211388.55859426613
0.0,21.0,0.0,1.0,2.0,1.0,0.0,0.0,3.0,0.0,1.0,0.0,1.0,266727.63298277697
1.0,38.0,1.0,1.0,2.0,3.0,1.0,0.0,2.0,0.0,2.0,0.0,0.0,222337.89411064846
1.0,18.0,1.0,1.0,3.0,1.0,3.0,0.0,1.0,0.0,1.0,0.0,0.0,194734.06629072168
0.0,22.0,1.0,1.0,3.0,3.0,2.0,0.0,2.0,1.0,3.0,0.0,1.0,248109.64083175804
0.0,26.0,1.0,1.0,3.0,3.0,2.0,1.0,2.0,0.0,2.0,2.0,2.0,230256.84602944
0.0,21.0,0.0,1.0,2.0,1.0,0.0,0.0,3.0,0.0,1.0,0.0,1.0,266727.63298277697
1.0,18.0,0.0,1.0,2.0,3.0,1.0,0.0,2.0,0.0,1.0,0.0,0.0,192276.87870533566
1.0,23.0,1.0,1.0,2.0,3.0,2.0,0.0,1.0,0.0,0.0,0.0,1.0,237386.62131519278
1.0,22.0,0.0,1.0,3.0,3.0,2.0,0.0,2.0,0.0,0.0,1.0,0.0,184240.36281179142
1.0,23.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,273922.5712198685
0.0,21.0,0.0,1.0,2.0,1.0,0.0,0.0,3.0,0.0,1.0,0.0,1.0,266727.63298277697
1.0,31.0,0.0,0.0,3.0,3.0,1.0,0.0,2.0,0.0,1.0,0.0,1.0,259106.8434689833
0.0,39.0,1.0,0.0,2.0,3.0,1.0,0.0,3.0,0.0,1.0,0.0,2.0,302992.0464587805
0.0,25.0,1.0,0.0,2.0,3.0,1.0,0.0,3.0,0.0,3.0,2.0,0.0,309304.3807600051
0.0,35.0,1.0,1.0,3.0,1.0,0.0,0.0,3.0,0.0,3.0,1.0,2.0,331397.5508142912
1.0,33.0,1.0,1.0,2.0,3.0,1.0,0.0,2.0,0.0,1.0,1.0,0.0,233354.66144755168
0.0,20.0,0.0,1.0,2.0,3.0,1.0,0.0,2.0,0.0,1.0,0.0,1.0,218750.0
0.0,26.0,1.0,1.0,3.0,1.0,2.0,1.0,2.0,1.0,2.0,0.0,1.0,261224.48979591834
0.0,20.0,1.0,0.0,3.0,3.0,1.0,0.0,3.0,1.0,3.0,0.0,1.0,253814.68541909283
0.0,20.0,0.0,0.0,2.0,1.0,2.0,0.0,3.0,1.0,2.0,1.0,0.0,214619.36624163616
1.0,23.0,1.0,1.0,3.0,3.0,2.0,0.0,3.0,0.0,3.0,0.0,0.0,324218.75
0.0,19.0,1.0,1.0,3.0,3.0,1.0,0.0,2.0,0.0,1.0,1.0,1.0,262345.6790123456
0.0,22.0,1.0,0.0,2.0,3.0,1.0,0.0,2.0,0.0,1.0,2.0,1.0,241632.65306122447
0.0,41.0,1.0,1.0,2.0,3.0,1.0,0.0,2.0,0.0,0.0,0.0,1.0,385306.1224489795
1.0,18.0,1.0,1.0,2.0,1.0,2.0,0.0,1.0,0.0,0.0,2.0,0.0,158221.58933586488
1.0,23.0,1.0,1.0,2.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,217738.4235738133
1.0,23.0,1.0,0.0,3.0,1.0,1.0,1.0,3.0,0.0,1.0,2.0,1.0,312394.1435507547
1.0,41.0,1.0,1.0,2.0,3.0,3.0,0.0,1.0,0.0,0.0,0.0,1.0,337325.01264968794
1.0,26.0,1.0,1.0,3.0,3.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,419132.14990138065
0.0,29.0,1.0,0.0,2.0,3.0,1.0,0.0,3.0,0.0,1.0,0.0,1.0,315115.0169811982
0.0,27.0,1.0,1.0,2.0,3.0,1.0,0.0,2.0,0.0,3.0,2.0,0.0,212009.91370300695
1.0,23.0,1.0,1.0,2.0,1.0,1.0,1.0,2.0,0.0,1.0,0.0,2.0,304687.5
0.0,19.0,1.0,1.0,2.0,3.0,2.0,0.0,2.0,0.0,2.0,0.0,0.0,326530.61224489793
0.0,30.0,1.0,0.0,2.0,3.0,0.0,0.0,2.0,1.0,1.0,0.0,1.0,238367.34693877547
1.0,22.0,1.0,1.0,2.0,3.0,1.0,0.0,2.0,0.0,1.0,1.0,1.0,227583.06781975424
1.0,22.0,1.0,1.0,2.0,3.0,1.0,0.0,2.0,0.0,1.0,1.0,1.0,227583.06781975424
0.0,20.0,1.0,1.0,2.0,3.0,2.0,0.0,2.0,0.0,0.0,1.0,0.0,351851.8518518518
1.0,21.0,0.0,1.0,2.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,191953.02796492155
1.0,24.0,1.0,0.0,2.0,1.0,1.0,0.0,2.0,0.0,0.0,0.0,0.0,280000.0
0.0,21.0,1.0,1.0,3.0,3.0,1.0,0.0,2.0,0.0,1.0,0.0,0.0,191358.02469135798
0.0,21.0,1.0,1.0,2.0,3.0,1.0,0.0,2.0,0.0,1.0,0.0,1.0,194674.012855831
0.0,21.0,1.0,1.0,3.0,3.0,1.0,0.0,3.0,0.0,0.0,2.0,1.0,248015.87301587305
1.0,23.0,1.0,0.0,3.0,3.0,2.0,0.0,2.0,0.0,3.0,0.0,1.0,246093.75
0.0,21.0,0.0,0.0,2.0,3.0,2.0,0.0,3.0,1.0,3.0,1.0,2.0,256489.1761567662
1.0,21.0,1.0,0.0,1.0,1.0,1.0,0.0,2.0,0.0,3.0,0.0,0.0,188000.0
1.0,21.0,1.0,1.0,2.0,3.0,1.0,0.0,3.0,0.0,1.0,0.0,1.0,265625.0
1.0,21.0,1.0,0.0,2.0,3.0,2.0,0.0,2.0,1.0,0.0,2.0,2.0,254693.87755102038
0.0,23.0,1.0,1.0,2.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,277176.852352623
1.0,21.0,1.0,1.0,3.0,4.0,3.0,0.0,3.0,0.0,0.0,2.0,0.0,224783.66684694428
1.0,22.0,1.0,1.0,3.0,3.0,2.0,0.0,3.0,0.0,1.0,0.0,0.0,243046.17877396705
1.0,23.0,1.0,1.0,2.0,1.0,1.0,0.0,2.0,0.0,0.0,0.0,0.0,308630.3586886974
0.0,25.0,1.0,0.0,3.0,3.0,1.0,0.0,3.0,0.0,2.0,0.0,1.0,361312.6698318851
1.0,20.0,0.0,1.0,2.0,3.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,195312.5
1.0,24.0,0.0,1.0,3.0,3.0,1.0,0.0,2.0,0.0,1.0,1.0,1.0,221002.8959000152
1.0,40.0,0.0,0.0,3.0,3.0,1.0,0.0,3.0,0.0,0.0,0.0,0.0,283446.71201814065
0.0,32.0,1.0,0.0,3.0,3.0,1.0,0.0,3.0,0.0,0.0,2.0,0.0,391836.7346938775
