Gender,Age,family_history_with_overweight,Frequent consumption of high caloric food,Frequency of consumption of vegetables,Number of main meals,Consumption of food between meals,SMOKE,Consumption of water daily,Calories consumption monitoring,Physical activity frequency,Time using technology devices,Consumption of alcohol,BMI
1.0,25.0,0.0,0.0,3.0,4.0,3.0,0.0,1.0,0.0,2.0,0.0,0.0,35.00319921713275
1.0,20.0,1.0,0.0,3.0,3.0,3.0,0.0,2.0,1.0,0.0,1.0,2.0,24.690405462752206
0.0,55.0,1.0,0.0,3.0,4.0,2.0,0.0,3.0,1.0,3.0,0.0,2.0,26.511804065143288
1.0,20.0,0.0,0.0,3.0,3.0,3.0,0.0,2.0,0.0,1.0,0.0,0.0,22.265624999999996
1.0,24.0,0.0,1.0,3.0,3.0,1.0,0.0,2.0,0.0,2.0,0.0,0.0,18.749999999999996
0.0,26.0,1.0,0.0,3.0,1.0,2.0,0.0,2.0,0.0,2.0,0.0,2.0,24.221453287197235
1.0,23.0,1.0,0.0,2.0,3.0,1.0,0.0,2.0,0.0,3.0,0.0,1.0,21.773842357381334
1.0,21.0,0.0,0.0,3.0,1.0,2.0,0.0,1.0,0.0,0.0,0.0,1.0,18.178670360110804
1.0,21.0,0.0,0.0,3.0,1.0,2.0,0.0,1.0,0.0,0.0,0.0,1.0,18.178670360110804
0.0,23.0,0.0,0.0,2.0,3.0,1.0,0.0,2.0,0.0,3.0,1.0,2.0,23.661438615467823
1.0,21.0,0.0,1.0,3.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,22.058051188683873
0.0,22.0,1.0,0.0,2.0,3.0,2.0,0.0,2.0,0.0,0.0,0.0,0.0,22.975778546712807
1.0,21.0,0.0,1.0,2.0,4.0,2.0,0.0,2.0,1.0,2.0,0.0,1.0,23.725286160249738
1.0,22.0,1.0,1.0,3.0,4.0,2.0,0.0,2.0,0.0,1.0,0.0,1.0,21.30394857667585
1.0,38.0,1.0,1.0,2.0,3.0,1.0,0.0,2.0,0.0,0.0,0.0,1.0,32.87310979618672
1.0,25.0,0.0,1.0,2.0,1.0,1.0,0.0,2.0,0.0,2.0,0.0,1.0,22.313278429145196
1.0,25.0,0.0,1.0,2.0,1.0,1.0,0.0,2.0,0.0,2.0,0.0,1.0,22.313278429145196
0.0,22.0,1.0,1.0,2.0,3.0,3.0,0.0,1.0,0.0,0.0,1.0,1.0,25.46401086464464
0.0,22.0,1.0,0.0,2.0,3.0,1.0,0.0,3.0,0.0,3.0,2.0,0.0,31.020408163265305
1.0,21.0,1.0,1.0,3.0,1.0,1.0,0.0,3.0,0.0,2.0,1.0,0.0,32.323232323232325
0.0,21.0,1.0,1.0,3.0,3.0,1.0,0.0,2.0,0.0,0.0,1.0,1.0,24.489795918367346
1.0,22.0,1.0,1.0,2.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,23.233456176894723
1.0,18.0,1.0,1.0,2.0,4.0,2.0,0.0,2.0,0.0,1.0,0.0,1.0,20.956607495069033
1.0,22.0,1.0,0.0,2.0,1.0,1.0,0.0,2.0,0.0,3.0,0.0,0.0,21.77777777777778
1.0,19.0,1.0,1.0,3.0,1.0,2.0,0.0,2.0,0.0,1.0,0.0,2.0,23.9188302920412
1.0,17.0,1.0,1.0,3.0,3.0,2.0,0.0,2.0,0.0,0.0,1.0,0.0,18.612244897959183
1.0,15.0,1.0,1.0,3.0,3.0,1.0,0.0,1.0,0.0,3.0,2.0,0.0,31.58861340679523
1.0,17.0,1.0,0.0,2.0,3.0,2.0,0.0,2.0,0.0,1.0,1.0,0.0,29.411764705882355
0.0,23.0,1.0,1.0,2.0,3.0,1.0,0.0,2.0,0.0,1.0,1.0,1.0,20.195092211553114
1.0,19.0,1.0,0.0,3.0,3.0,2.0,1.0,3.0,0.0,2.0,1.0,1.0,28.604764951635367
1.0,23.0,1.0,1.0,2.0,3.0,2.0,1.0,2.0,0.0,0.0,2.0,0.0,26.89232313815483
0.0,23.0,1.0,1.0,1.0,3.0,2.0,0.0,2.0,0.0,0.0,2.0,2.0,27.166919271354622
0.0,21.0,1.0,0.0,3.0,4.0,2.0,0.0,1.0,0.0,1.0,0.0,0.0,16.3265306122449
0.0,24.0,1.0,1.0,3.0,1.0,1.0,0.0,2.0,0.0,1.0,0.0,0.0,24.31412396574249
0.0,23.0,0.0,1.0,3.0,3.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,29.054752066115704
0.0,18.0,1.0,1.0,2.0,3.0,3.0,0.0,2.0,0.0,0.0,0.0,2.0,26.122448979591837
0.0,19.0,0.0,1.0,2.0,3.0,1.0,0.0,2.0,0.0,1.0,0.0,1.0,24.38237297859371
1.0,19.0,0.0,1.0,3.0,1.0,1.0,0.0,3.0,1.0,1.0,0.0,1.0,22.4058769513315
0.0,20.0,1.0,1.0,3.0,3.0,2.0,0.0,1.0,0.0,0.0,0.0,1.0,23.661438615467823
0.0,27.0,0.0,1.0,3.0,3.0,1.0,0.0,3.0,0.0,1.0,1.0,2.0,26.989619377162633
1.0,20.0,1.0,1.0,2.0,4.0,2.0,0.0,2.0,0.0,1.0,1.0,0.0,21.230572023714146
0.0,23.0,0.0,0.0,2.0,3.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,22.10028959000152
1.0,19.0,1.0,1.0,3.0,3.0,2.0,1.0,3.0,1.0,1.0,2.0,2.0,20.569329660238754
1.0,61.0,0.0,1.0,3.0,3.0,3.0,0.0,2.0,0.0,1.0,1.0,2.0,24.242424242424246
0.0,30.0,1.0,1.0,3.0,3.0,1.0,0.0,1.0,0.0,2.0,0.0,1.0,34.79204570844904
0.0,24.0,1.0,1.0,2.0,3.0,1.0,0.0,2.0,0.0,1.0,0.0,1.0,25.95155709342561
0.0,25.0,1.0,1.0,2.0,3.0,1.0,0.0,2.0,0.0,1.0,1.0,1.0,22.47120876377142
0.0,44.0,1.0,0.0,2.0,3.0,1.0,1.0,3.0,0.0,0.0,0.0,0.0,31.249999999999993
0.0,31.0,1.0,0.0,3.0,3.0,3.0,0.0,3.0,1.0,3.0,0.0,0.0,24.212293388429753
0.0,25.0,0.0,1.0,2.0,3.0,2.0,0.0,2.0,0.0,0.0,1.0,0.0,23.529411764705884
0.0,23.0,1.0,1.0,3.0,3.0,2.0,0.0,3.0,0.0,1.0,1.0,1.0,18.19657904313989
0.0,25.0,0.0,1.0,3.0,3.0,3.0,0.0,2.0,0.0,2.0,0.0,2.0,18.873859704309528
0.0,23.0,0.0,1.0,2.0,3.0,2.0,1.0,1.0,0.0,1.0,1.0,2.0,30.88254723213106
1.0,34.0,0.0,1.0,3.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,26.573129251700685
0.0,22.0,1.0,0.0,2.0,4.0,1.0,0.0,3.0,1.0,2.0,2.0,1.0,25.847768218818715
0.0,21.0,0.0,1.0,2.0,1.0,0.0,0.0,3.0,0.0,1.0,0.0,1.0,26.672763298277697
1.0,24.0,0.0,0.0,3.0,3.0,2.0,0.0,2.0,0.0,2.0,2.0,2.0,20.956607495069033
1.0,36.0,1.0,0.0,3.0,3.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,30.11027889645828
1.0,27.0,0.0,1.0,3.0,3.0,3.0,0.0,2.0,0.0,0.0,0.0,1.0,23.828124999999996
1.0,32.0,1.0,1.0,3.0,1.0,1.0,0.0,2.0,0.0,2.0,0.0,1.0,32.2707877657858
0.0,25.0,1.0,1.0,2.0,1.0,1.0,0.0,2.0,0.0,2.0,1.0,1.0,24.61810377477591
1.0,30.0,1.0,1.0,3.0,3.0,1.0,0.0,2.0,0.0,2.0,0.0,1.0,22.481329065691202
1.0,38.0,1.0,1.0,2.0,1.0,3.0,1.0,2.0,0.0,0.0,0.0,1.0,26.666666666666668
0.0,34.0,1.0,0.0,2.0,3.0,1.0,0.0,3.0,0.0,2.0,0.0,0.0,29.410734918245165
0.0,22.0,1.0,1.0,2.0,3.0,1.0,0.0,2.0,0.0,0.0,0.0,1.0,31.04769454353283
1.0,31.0,1.0,1.0,3.0,1.0,2.0,0.0,2.0,0.0,1.0,1.0,1.0,22.321428571428577
1.0,35.0,1.0,0.0,3.0,3.0,2.0,0.0,1.0,0.0,0.0,1.0,0.0,19.223375624759708
0.0,21.0,1.0,1.0,2.0,3.0,2.0,0.0,2.0,0.0,2.0,1.0,1.0,21.513858510523864
1.0,40.0,1.0,0.0,3.0,3.0,1.0,0.0,3.0,0.0,0.0,0.0,1.0,25.806451612903224
0.0,27.0,1.0,1.0,2.0,1.0,1.0,0.0,2.0,0.0,0.0,0.0,2.0,29.000594883997625
0.0,20.0,1.0,0.0,3.0,3.0,1.0,1.0,1.0,0.0,2.0,1.0,1.0,21.49959688255845
0.0,55.0,0.0,1.0,2.0,3.0,1.0,0.0,2.0,0.0,1.0,0.0,0.0,29.384756657483933
1.0,21.0,1.0,1.0,3.0,3.0,3.0,1.0,2.0,0.0,2.0,0.0,1.0,22.582709172343712
0.0,25.0,0.0,0.0,3.0,3.0,2.0,0.0,2.0,1.0,3.0,0.0,0.0,20.99605274208449
0.0,35.0,1.0,0.0,3.0,3.0,2.0,0.0,3.0,0.0,2.0,1.0,1.0,27.13141179099237
0.0,30.0,1.0,0.0,2.0,3.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,35.26475694444444
1.0,29.0,1.0,0.0,3.0,3.0,3.0,0.0,2.0,0.0,0.0,0.0,1.0,23.781212841854934
0.0,20.0,1.0,0.0,2.0,3.0,1.0,0.0,2.0,0.0,1.0,2.0,0.0,29.384756657483933
1.0,22.0,1.0,1.0,2.0,1.0,1.0,0.0,2.0,0.0,1.0,0.0,1.0,26.395803401383272
1.0,45.0,1.0,1.0,2.0,3.0,2.0,0.0,1.0,0.0,0.0,0.0,0.0,28.981143437841094
0.0,22.0,0.0,1.0,2.0,1.0,1.0,0.0,2.0,0.0,2.0,1.0,1.0,27.717685235262305
0.0,18.0,1.0,1.0,2.0,3.0,2.0,0.0,2.0,0.0,1.0,0.0,1.0,22.656249999999996
1.0,23.0,0.0,0.0,3.0,1.0,1.0,0.0,2.0,0.0,1.0,2.0,1.0,21.6712580348944
0.0,18.0,0.0,0.0,3.0,3.0,1.0,0.0,2.0,1.0,0.0,1.0,0.0,21.13885585942661
0.0,21.0,0.0,1.0,2.0,1.0,0.0,0.0,3.0,0.0,1.0,0.0,1.0,26.672763298277697
1.0,38.0,1.0,1.0,2.0,3.0,1.0,0.0,2.0,0.0,2.0,0.0,0.0,22.233789411064844
1.0,18.0,1.0,1.0,3.0,1.0,3.0,0.0,1.0,0.0,1.0,0.0,0.0,19.473406629072173
0.0,22.0,1.0,1.0,3.0,3.0,2.0,0.0,2.0,1.0,3.0,0.0,1.0,24.8109640831758
0.0,26.0,1.0,1.0,3.0,3.0,2.0,1.0,2.0,0.0,2.0,2.0,2.0,23.025684602944
0.0,21.0,0.0,1.0,2.0,1.0,0.0,0.0,3.0,0.0,1.0,0.0,1.0,26.672763298277697
1.0,18.0,0.0,1.0,2.0,3.0,1.0,0.0,2.0,0.0,1.0,0.0,0.0,19.227687870533565
1.0,23.0,1.0,1.0,2.0,3.0,2.0,0.0,1.0,0.0,0.0,0.0,1.0,23.738662131519277
1.0,22.0,0.0,1.0,3.0,3.0,2.0,0.0,2.0,0.0,0.0,1.0,0.0,18.42403628117914
1.0,23.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,27.39225712198685
0.0,21.0,0.0,1.0,2.0,1.0,0.0,0.0,3.0,0.0,1.0,0.0,1.0,26.672763298277697
1.0,31.0,0.0,0.0,3.0,3.0,1.0,0.0,2.0,0.0,1.0,0.0,1.0,25.910684346898332
0.0,39.0,1.0,0.0,2.0,3.0,1.0,0.0,3.0,0.0,1.0,0.0,2.0,30.299204645878046
0.0,25.0,1.0,0.0,2.0,3.0,1.0,0.0,3.0,0.0,3.0,2.0,0.0,30.930438076000502
0.0,35.0,1.0,1.0,3.0,1.0,0.0,0.0,3.0,0.0,3.0,1.0,2.0,33.13975508142911
1.0,33.0,1.0,1.0,2.0,3.0,1.0,0.0,2.0,0.0,1.0,1.0,0.0,23.335466144755166
0.0,20.0,0.0,1.0,2.0,3.0,1.0,0.0,2.0,0.0,1.0,0.0,1.0,21.874999999999996
0.0,26.0,1.0,1.0,3.0,1.0,2.0,1.0,2.0,1.0,2.0,0.0,1.0,26.122448979591837
0.0,20.0,1.0,0.0,3.0,3.0,1.0,0.0,3.0,1.0,3.0,0.0,1.0,25.381468541909282
0.0,20.0,0.0,0.0,2.0,1.0,2.0,0.0,3.0,1.0,2.0,1.0,0.0,21.461936624163616
1.0,23.0,1.0,1.0,3.0,3.0,2.0,0.0,3.0,0.0,3.0,0.0,0.0,32.42187499999999
0.0,19.0,1.0,1.0,3.0,3.0,1.0,0.0,2.0,0.0,1.0,1.0,1.0,26.234567901234566
0.0,22.0,1.0,0.0,2.0,3.0,1.0,0.0,2.0,0.0,1.0,2.0,1.0,24.163265306122447
0.0,41.0,1.0,1.0,2.0,3.0,1.0,0.0,2.0,0.0,0.0,0.0,1.0,38.53061224489796
1.0,18.0,1.0,1.0,2.0,1.0,2.0,0.0,1.0,0.0,0.0,2.0,0.0,15.822158933586486
1.0,23.0,1.0,1.0,2.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,21.773842357381334
1.0,23.0,1.0,0.0,3.0,1.0,1.0,1.0,3.0,0.0,1.0,2.0,1.0,31.239414355075468
1.0,41.0,1.0,1.0,2.0,3.0,3.0,0.0,1.0,0.0,0.0,0.0,1.0,33.732501264968796
1.0,26.0,1.0,1.0,3.0,3.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,41.913214990138066
0.0,29.0,1.0,0.0,2.0,3.0,1.0,0.0,3.0,0.0,1.0,0.0,1.0,31.51150169811982
0.0,27.0,1.0,1.0,2.0,3.0,1.0,0.0,2.0,0.0,3.0,2.0,0.0,21.20099137030069
1.0,23.0,1.0,1.0,2.0,1.0,1.0,1.0,2.0,0.0,1.0,0.0,2.0,30.468749999999993
0.0,19.0,1.0,1.0,2.0,3.0,2.0,0.0,2.0,0.0,2.0,0.0,0.0,32.6530612244898
0.0,30.0,1.0,0.0,2.0,3.0,0.0,0.0,2.0,1.0,1.0,0.0,1.0,23.836734693877553
1.0,22.0,1.0,1.0,2.0,3.0,1.0,0.0,2.0,0.0,1.0,1.0,1.0,22.758306781975424
1.0,22.0,1.0,1.0,2.0,3.0,1.0,0.0,2.0,0.0,1.0,1.0,1.0,22.758306781975424
0.0,20.0,1.0,1.0,2.0,3.0,2.0,0.0,2.0,0.0,0.0,1.0,0.0,35.18518518518518
1.0,21.0,0.0,1.0,2.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,19.195302796492154
1.0,24.0,1.0,0.0,2.0,1.0,1.0,0.0,2.0,0.0,0.0,0.0,0.0,28.0
0.0,21.0,1.0,1.0,3.0,3.0,1.0,0.0,2.0,0.0,1.0,0.0,0.0,19.1358024691358
0.0,21.0,1.0,1.0,2.0,3.0,1.0,0.0,2.0,0.0,1.0,0.0,1.0,19.467401285583104
0.0,21.0,1.0,1.0,3.0,3.0,1.0,0.0,3.0,0.0,0.0,2.0,1.0,24.801587301587304
1.0,23.0,1.0,0.0,3.0,3.0,2.0,0.0,2.0,0.0,3.0,0.0,1.0,24.609374999999996
0.0,21.0,0.0,0.0,2.0,3.0,2.0,0.0,3.0,1.0,3.0,1.0,2.0,25.64891761567662
1.0,21.0,1.0,0.0,1.0,1.0,1.0,0.0,2.0,0.0,3.0,0.0,0.0,18.799999999999997
1.0,21.0,1.0,1.0,2.0,3.0,1.0,0.0,3.0,0.0,1.0,0.0,1.0,26.562499999999996
1.0,21.0,1.0,0.0,2.0,3.0,2.0,0.0,2.0,1.0,0.0,2.0,2.0,25.46938775510204
0.0,23.0,1.0,1.0,2.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,27.717685235262305
1.0,21.0,1.0,1.0,3.0,4.0,3.0,0.0,3.0,0.0,0.0,2.0,0.0,22.478366684694432
1.0,22.0,1.0,1.0,3.0,3.0,2.0,0.0,3.0,0.0,1.0,0.0,0.0,24.3046178773967
1.0,23.0,1.0,1.0,2.0,1.0,1.0,0.0,2.0,0.0,0.0,0.0,0.0,30.863035868869737
0.0,25.0,1.0,0.0,3.0,3.0,1.0,0.0,3.0,0.0,2.0,0.0,1.0,36.1312669831885
1.0,20.0,0.0,1.0,2.0,3.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,19.531249999999996
1.0,24.0,0.0,1.0,3.0,3.0,1.0,0.0,2.0,0.0,1.0,1.0,1.0,22.10028959000152
1.0,40.0,0.0,0.0,3.0,3.0,1.0,0.0,3.0,0.0,0.0,0.0,0.0,28.344671201814062
